payment_uuid,payment_date,amount,payment_method,policy_id
aee96db4-94a7-45c9-b896-182e58add387,01-12-2020,27510,Debit Card,80
867220c4-e666-4fa6-9136-396f50ecf349,03-01-2021,30039,Credit Card,749
ec2f4343-2617-4f89-a2ef-e1a7c6ac7594,31-07-2023,11606,Debit Card,270
bee00991-8e54-4789-8cc6-fd56c0a84397,11-06-2022,28619,Debit Card,817
a1a6b5ef-fd1c-4583-b67e-fd37692710bf,17-01-2020,26594,Cash,339
853e1d5e-4269-442e-9647-e8aa13201586,29-04-2022,29207,UPI,620
eac66355-586d-4959-bced-54315fe3a262,05-11-2022,14585,UPI,685
a0e1084c-fafa-404e-8d67-6dc0af3780be,01-07-2020,45552,Debit Card,173
1a495366-4925-49ef-96dc-63cebbb3ec84,25-03-2021,1131,Debit Card,222
9667089f-10b7-4ca0-8a00-443c7adf5701,21-03-2021,5476,UPI,151
340c8ac3-67e0-460e-98d1-24520df94d47,04-04-2024,8023,Cash,896
b149d4bf-2afa-4dc9-82c0-0dbaf2c487b2,08-08-2022,1012,Credit Card,918
d234b183-4fc8-48c8-b97d-e37b0a61c057,25-01-2024,48522,Debit Card,524
c23060d5-56c1-41ba-8e5b-369fc943781d,12-08-2024,40554,Cash,681
e4586b83-5c03-4446-a82c-5a738d0875d5,30-08-2021,24113,Net Banking,513
0ec06266-2f07-49f2-9f19-b60748ae964c,19-09-2023,38240,Debit Card,574
da751671-72ec-4534-9fc5-ba6f6ae04378,22-01-2020,20269,Cash,724
150b7c0e-f59b-435b-9415-b6c005075d12,24-07-2024,24249,Net Banking,859
b6202d73-65c6-449c-88f5-dbc9f60243d0,13-10-2020,26577,UPI,81
91e2646d-82a8-431a-8999-8967f782ff2c,22-03-2020,44281,Debit Card,979
6c299f8e-649b-4977-9d61-ba7bf6c48b82,22-10-2021,9140,Net Banking,729
9cd2a8fe-9d8d-4f3f-bd92-7d0af5ec89a6,28-09-2022,8001,Cash,574
5d0f1529-50a4-47fa-a315-76df85cdff02,28-08-2023,22641,Net Banking,702
330e0fbc-5b49-43a6-9130-01014b669e3e,24-02-2022,6892,Cash,668
59513774-f2aa-493f-999a-1bcf45a61e22,15-09-2021,18061,Credit Card,887
1859d043-0f38-4bbc-81ef-b0d95b238dfb,18-07-2020,18919,Cash,790
dd543fe4-06ff-4fe4-b272-8a4403d90e18,15-07-2024,33832,Cash,219
66637da8-04a6-4714-90d1-1a60dfa88628,15-08-2024,31232,Debit Card,392
549b74a1-dec3-4b61-8373-27b0228115ca,17-10-2020,19336,Credit Card,201
dfa17013-f4d9-4f41-9edb-da2a90ff47ee,13-02-2020,22662,UPI,200
722e8aa2-ba6a-4cd5-9ee1-efd0fc5db989,20-01-2020,1275,Net Banking,337
00b4d4a8-fac2-468c-9919-b0d1725fb4fb,14-06-2022,5611,Net Banking,938
09870d72-dd11-4e0a-a24f-376742754c8b,03-10-2024,13434,Credit Card,622
d3727d58-4221-47c9-bfa3-2db981556638,30-04-2021,14378,Net Banking,658
38e3fee2-689a-4780-a5b7-92b5799d0864,21-12-2021,24458,Credit Card,713
6d25ca62-6e07-4e86-bc77-7dbd9ba14f1c,23-03-2023,35509,Net Banking,641
29f588fb-e279-422a-b6a2-4a2103ec0d28,11-02-2020,3804,UPI,844
8d850691-41ea-46b2-bcbc-d8d45991e7f3,29-10-2020,2491,Cash,623
1dc1d03c-7440-4830-a576-b2fdc51a9ba2,31-01-2021,31980,Cash,178
d83aaace-9e39-4550-9e66-f8104e8c8c02,31-05-2024,24199,UPI,827
2eb01148-daad-4e41-aa9e-4af09d78f84b,08-11-2022,6090,Net Banking,30
e6ab6b07-870a-4e2d-84b1-aa7bce8b8947,04-01-2022,31033,Debit Card,723
abac61bd-b82f-4e37-bcbb-cceee754f18b,24-08-2024,37074,Debit Card,85
cc3ac1bd-fcf1-4f32-b707-fc936fbaefc3,10-09-2024,21559,Credit Card,58
df7c529f-ac10-4d30-b632-f6bb5fce5f89,11-09-2023,22726,Credit Card,322
2fd6b3c3-9fc3-4bb5-a74a-3ca63f565c7d,28-04-2021,5776,UPI,285
c1dd10cb-809c-4978-9a58-c172be2f06d7,17-03-2023,49187,Debit Card,671
e6dd5c2c-4dd8-4cd9-8bc7-1116e516a558,28-09-2021,31086,Credit Card,341
53c4ddc8-d3c8-4887-82e1-94cdab34a402,27-08-2020,42026,Net Banking,920
90f8c47b-a108-4fc5-9b2b-a4bbf9dade9b,26-08-2022,35756,UPI,740
7bff99f1-e1e7-4185-b093-0d076b941a79,01-04-2020,47271,UPI,15
d6114e35-38b8-419f-b9d8-2eca05a4e54b,27-02-2024,47087,Cash,427
888280ee-0ae2-4d29-b2be-f2c3943bb486,29-05-2020,42048,Credit Card,67
42f5232d-8c27-4d5b-b394-bac0429e7c01,14-11-2019,10454,UPI,152
f4c774a7-a6dd-4dd4-b1d6-00b6c5d251e7,05-07-2024,36719,Credit Card,177
9b67481b-0a34-41d7-8f6a-ab184be76d0e,02-07-2023,22727,Net Banking,624
b84624c4-567b-4647-92d5-0e68c6557252,11-07-2023,10735,UPI,420
6e049450-0e30-459e-a4f1-f4598c80de5d,26-07-2023,9475,Credit Card,319
342c8ee5-5606-4aff-8f3c-867d2d3da9bd,02-04-2020,14414,Net Banking,121
25ee5f39-ad5d-4b71-b60b-b1270d014230,01-02-2022,17731,UPI,857
e4737fde-e098-49fe-8899-72b5801f758e,25-11-2020,35118,UPI,953
c123b175-8612-448a-9997-9b9109f888a9,20-09-2024,23687,Credit Card,941
20965408-906e-4427-b3e7-7cd7d3120f34,09-11-2022,5438,Credit Card,191
bb669f4d-e5e7-4869-a97c-c2f988837bc6,15-08-2023,16558,Credit Card,786
0aff1df6-e0af-4896-83cd-c955283a1b45,17-12-2019,9297,Credit Card,223
d86a2e8e-8b03-413a-a6fe-04176002f906,12-08-2021,32259,Cash,84
22b1c835-0e6f-4cdf-b903-8cce519876ec,18-07-2022,43983,Debit Card,316
cd7baaed-0d93-4b1e-a482-bb8e9fc14a33,04-03-2022,42028,Debit Card,766
8c2c87a3-6d4e-4df8-a94d-dc7b32df65c8,12-03-2020,38036,Debit Card,318
0f617a5e-1bb4-4aca-beaa-60e8fb5b8d27,05-02-2023,3613,Net Banking,183
cbecda61-37fc-4bbd-ac7b-4833bc588ed0,08-02-2022,14669,UPI,324
39281d47-dfff-447b-a828-3ab39f0f0b97,28-01-2021,21285,Debit Card,280
b223e5c9-0b1b-4a1e-be01-3b40922012fd,18-04-2024,44295,Debit Card,303
65f2c108-fba3-4ad4-8c9b-2f860db15474,25-02-2021,13708,Cash,271
60754274-7e58-4f6a-bea1-c6f45b52e01a,10-09-2021,5528,Net Banking,593
6033b5b9-eb4f-4e2d-b9de-020e0961a0f7,12-11-2022,18817,UPI,461
a8f42fe5-3133-4527-b232-478925897106,21-08-2024,41646,Debit Card,38
ea14bae8-f66a-4e67-8954-d8d421d77c61,24-01-2024,47534,UPI,395
f9519cba-ab95-4c6e-99e0-11b6cd65948d,08-03-2022,8630,UPI,216
86cd3d83-e555-4031-8e7f-4df20f0455db,02-05-2024,49694,Cash,356
1c146317-7e76-4847-bfa1-498271491e60,29-01-2024,32654,Net Banking,213
7583142a-d980-4f29-9d54-ba64dd85b4c5,06-12-2023,17767,UPI,565
9db10a15-a23f-469c-a070-b905b2dc8969,11-03-2023,41663,Net Banking,93
36df17e7-a87e-486d-9635-b444abdfe2a3,21-06-2020,26150,Debit Card,265
b3d3b26c-964f-4869-8940-7acf8fa32ed6,17-05-2024,11694,Net Banking,33
d3bcc139-f962-4476-b51d-2e861a40eaff,13-05-2023,46174,UPI,675
95e0c85f-94f4-4ff7-972d-ef1dbbd8c976,16-03-2022,31925,Cash,144
900be038-7ac7-4118-b47f-ab40521a3d47,18-03-2024,23895,Net Banking,382
b730eb27-09ac-4960-b42a-f9b5701b5582,16-03-2022,28625,UPI,923
1aa756ab-f622-461e-8698-c7a0792d2b11,12-06-2020,2659,Credit Card,645
cdde2f8e-cecb-4182-96af-7cd491a2a23d,18-04-2021,18585,Credit Card,163
21435981-3035-4550-b885-e4774f16f2dd,27-06-2020,21649,Net Banking,345
4b5238c8-21ce-4118-bea0-b78f288aecd4,24-01-2021,32746,Credit Card,192
3e1d0ed3-0d2d-496a-abf7-a2afae67b1f6,29-10-2021,45744,Net Banking,167
3ae0bd98-196f-4abc-86a7-d25b48fbd4f7,14-03-2022,23875,Debit Card,771
293ac545-46a7-4e9e-9864-33191db77787,24-08-2024,2066,UPI,468
a17a75c7-0c0d-4885-970c-3659815f8a46,12-01-2023,30085,Cash,749
e4c6b036-bf99-4709-96ba-e487c54026f4,06-02-2020,20567,Debit Card,259
ed67b18d-42a7-4d92-a904-2a0ab10729a3,12-10-2022,36445,UPI,346
7c5690a5-6397-4565-afa8-a944f1a19712,16-07-2021,24645,Cash,308
0e352fd4-d784-45cf-bc6d-da96fb0ccd9e,20-01-2024,2966,Debit Card,782
f605b1aa-5ca7-4707-a7d3-bf33a0ab9a93,29-02-2020,46803,UPI,111
51b05ae3-299c-433c-b76f-5f2172f73fea,19-02-2023,21628,Net Banking,977
4f602f70-0683-4cc8-8b3c-5efd2d0088c0,17-01-2021,29297,UPI,30
12216649-8181-4c43-a4a2-ab88841a477a,01-10-2023,9037,Debit Card,945
3885a33d-5435-465d-8070-98408d7b9d58,07-01-2021,15729,UPI,989
956d4fb7-60d3-4d34-aaac-854659fab000,21-09-2021,35184,UPI,204
1a4bc529-7737-43a9-a8b3-a6df3669f41c,23-08-2022,47623,UPI,770
935f660f-3a78-40db-81fd-40bc27bf0f35,26-12-2020,7838,Net Banking,808
c19d9995-276f-4347-8f4b-6f899c0449d6,17-02-2023,48036,Credit Card,317
e374481c-7099-4219-8809-1d64d6ed25f8,06-02-2022,39850,Debit Card,821
56262af0-1e72-4873-907d-dba4a600c159,02-08-2021,17959,Cash,170
8ae7c718-5678-4b40-8c8b-d85e87c2394e,18-01-2023,23569,Debit Card,206
133f0389-acc5-4029-9a8b-52919385a2f6,24-07-2020,44265,Net Banking,315
1b3d2140-24cd-4643-b56a-e880e30bdb11,29-09-2020,4938,Debit Card,879
9009d877-61fa-4fb3-b7f0-cd82fc02720b,22-11-2021,10963,Credit Card,742
30730845-873f-4aeb-89f5-d050c60d1af3,18-03-2024,12992,UPI,866
6ac72f77-2be9-4f8f-a157-62c6e9e557cc,05-05-2024,39005,Credit Card,489
a7ed5378-442b-4a77-bea2-23811f7a6752,02-11-2023,8807,Credit Card,483
460e45bd-140f-441d-a3ca-a2747e81dc97,17-04-2020,27942,Cash,716
02bac43a-c53c-45bd-bfdf-d68f2dec67da,12-07-2022,11412,Cash,685
72f6abad-b0e8-4848-8c51-d29fbae1f8dd,18-10-2023,19438,Cash,724
cc91c0ce-0644-4c47-8181-eec85a65480c,03-09-2020,12894,Credit Card,397
80d2cb0a-cbe2-4ef1-aff5-d16096ae693d,25-06-2023,7297,Debit Card,410
7765ed4e-201a-4fd8-bdbc-945e865ddd09,06-03-2021,38890,Net Banking,840
417ae56f-cdb2-4418-93fa-d8d7ed0f7200,11-02-2024,34063,Cash,612
c5962def-e9b1-4795-ab78-614180f763e2,09-03-2022,20299,Credit Card,356
fe3e9c03-f3dc-4b49-a49f-8f8f811da1c6,13-01-2024,24927,UPI,28
45a05b23-49da-40ff-abe0-7f94af6f9808,25-12-2022,11863,UPI,183
9884de42-9f17-461d-8b07-7b346156ccd1,17-05-2022,38624,Net Banking,371
b3ed905c-b80e-4711-ad58-275373c62b1b,02-02-2024,17653,Credit Card,626
6f705173-67d9-42d0-b15e-9fc7bbd7cb07,30-12-2023,30359,Cash,937
5835ef07-3c78-4eab-840c-a3a2f0ac0220,07-03-2020,4786,Debit Card,142
c83e0550-fc86-452e-b226-97eb77784178,01-04-2020,25498,Credit Card,217
e0d33ac2-7837-4fe0-a869-696e4724d178,21-08-2024,15795,Credit Card,348
06ea38af-d2ef-49a6-92df-b4289557e1b4,19-06-2023,19819,Debit Card,436
014cf96e-b516-469b-b44f-e7c2dd786ab3,21-12-2021,8387,Net Banking,397
d09a2db7-af67-4479-bbcf-06855f86fac0,22-04-2023,34088,Cash,36
5abeebc5-212f-466e-9dcb-c47271829e2a,21-10-2020,13790,Cash,184
9c145f61-0609-4585-b01b-f03b4e2b1b4b,27-01-2022,9014,UPI,855
eb9f7b0a-0d1e-4f89-b793-37747353d9e3,30-12-2022,6215,Credit Card,355
563f10a1-d2a5-4d3e-b1f9-c71e622540b1,05-09-2024,34617,Credit Card,672
90678deb-14c9-40ec-aef9-f826eb0cdd3a,07-03-2022,43261,Credit Card,165
5e736ce8-6747-4199-a208-462ab1a0278e,06-03-2024,16632,UPI,520
3a48c9a8-d54f-4e15-a4e6-c95aa28a71e1,19-11-2021,19816,Cash,12
416f39b2-41cb-42c9-92bb-ffecc05cfa94,29-02-2024,24821,Cash,433
488044c8-d343-45b5-a1cc-dadc11149ce3,20-10-2022,38797,Net Banking,436
d1ebcd53-9568-4dfa-9bbf-771f47a3fb00,01-04-2023,13674,Credit Card,619
8a224694-d1b6-491c-859f-13b12137b010,06-03-2020,40549,Cash,515
bb8187d9-61a1-4cfb-8796-a2be1ede0fe0,04-11-2020,19268,Cash,730
6948bc2f-a956-492d-90e3-512163d5be61,02-07-2023,17418,UPI,996
d64f20c5-8d27-4883-929a-b51eea6c6d37,26-05-2023,18878,Debit Card,435
08821b1b-7404-41b9-bdcf-3c8fd623de15,30-01-2024,27054,Cash,892
c52088a9-cf76-40f2-a097-59ebc83ee30b,06-09-2022,34061,Debit Card,8
1202f382-3326-49ac-9b8b-ddce350f943d,06-07-2024,17519,UPI,265
b9fbf339-49fd-4537-b654-8dcf2507f79d,28-04-2023,10683,UPI,746
07e64abe-f929-4634-9a5d-3615e31ed3ee,02-09-2023,43738,Cash,50
70ea36b7-e242-4c81-be6c-c31d2ba6ca1b,17-07-2023,23773,Credit Card,125
d6f4d19a-3015-4f87-b176-5cc00f0e6b15,13-04-2024,43527,Cash,376
aca4d6dd-dba4-4bba-8423-dff882c95dd0,20-08-2022,3454,UPI,703
1d9ca084-f1d7-4374-87e1-457c2fea7627,07-10-2021,19096,Cash,346
3665fce9-88ca-46ea-a874-01ac1106b86d,20-12-2020,34075,Credit Card,556
4ec1109f-c002-4f15-9b3d-865887dd6e9f,31-05-2022,14095,Net Banking,366
3118512c-d236-463e-b3f1-2782992d1207,20-08-2023,21436,Cash,333
1a968de7-71e2-4292-9305-ca573b5e1cb9,30-08-2022,15586,Credit Card,611
53e22093-906a-441d-b3d8-3fcfa2c94f16,20-08-2021,6472,Credit Card,545
2579650b-9477-4d5e-8983-b70eab010012,01-08-2021,37195,Debit Card,180
f9a756b8-4159-4596-ab63-d162afe2a123,26-02-2020,5118,Credit Card,130
69ee32f5-ea12-4578-93f2-e07773a1f117,25-09-2021,36613,Cash,442
75f851ea-534e-4082-abb8-0d32a5ffeae0,15-02-2023,44743,Net Banking,996
cdac275f-4f98-4a1b-b31c-d160ac82660c,12-06-2020,23444,UPI,250
b0a56bab-892a-4ae2-a9a6-f3d18fe7a584,27-08-2024,46020,UPI,583
676fd633-19e7-470a-bea7-bd429ba38635,04-08-2024,23463,Credit Card,335
d6d8b598-2a94-4fa6-8f4d-85895dfc8384,29-07-2021,19267,Debit Card,624
a5869d5c-c770-4e65-bc7b-b443f3b585ce,15-11-2020,48865,Credit Card,392
e45021ad-0477-4d06-bb28-d2b9870ad7c4,07-01-2023,26119,Credit Card,346
b7407e7e-5c9c-4d81-8b1f-ec8c5a976e15,27-12-2019,46445,Net Banking,433
1be55c69-1531-4afd-852f-29717a23d925,29-11-2021,20636,Debit Card,974
b83d75d5-aaab-4f25-85d5-a69aed4f7b7f,30-05-2024,37592,Credit Card,857
12b61785-a486-45a8-b7eb-a5d0f976129a,07-03-2023,45705,Credit Card,813
2d0c3444-f347-42e6-909b-0108e1518fcc,01-10-2020,10391,Net Banking,311
d894f512-0472-43fa-a041-f8f4059e082f,17-12-2022,31163,UPI,875
3f99a1c1-b88d-4ae9-ba5c-d2645cde4a2f,13-07-2023,39892,Credit Card,384
ef331cf0-308a-4259-8692-445f586e5632,25-03-2022,29093,Debit Card,779
3212bb14-1332-4652-8614-0a92b60f92ae,05-12-2020,46838,Net Banking,765
46b3cb49-c9fc-4265-b5e5-8cc928ad2430,31-05-2021,34754,Debit Card,284
eae1963f-e2ef-4ccd-8d39-cb4bb4585d78,22-02-2023,25577,Credit Card,620
e8537ec1-f1c1-483e-b000-01b4da920663,09-05-2024,20535,Debit Card,695
5c2fa022-00b1-4866-9d8f-95ebd19c421d,02-07-2021,14961,Credit Card,417
d0cce152-4a5a-413d-90a9-c3e3b51a1de7,17-08-2023,11150,Cash,673
3b46301a-fcf4-4876-81b4-81f6672793c8,06-04-2024,7359,Net Banking,474
0d6f2ca5-edb1-44a4-8416-aa2d4545d47d,16-11-2019,30355,Net Banking,100
d11d9528-77a6-4208-a0cf-52dc6841070c,30-08-2021,11845,Credit Card,727
81be8cd1-e1e8-4a30-a2f9-020a5532a015,25-08-2023,16906,Credit Card,627
8e2a8c1a-296a-4523-9916-f071240f0527,24-06-2020,15104,UPI,847
b65340f6-1d55-4962-b000-fc8022d22956,11-10-2023,23572,Cash,651
3b96f935-05c9-4520-a8d0-8111bc78072e,03-06-2020,30166,UPI,399
a8908362-8585-4217-bc9c-2fac491fc195,24-06-2024,24305,UPI,13
b4678a8c-f931-4eb4-8112-6ca77cdcb089,28-06-2023,17805,Net Banking,355
ba6998b0-9830-4458-9117-41cd52545b6b,17-07-2022,41309,Debit Card,474
5d9c5d01-62c0-4cbd-a433-ce76d2b73fb0,18-05-2024,42863,Cash,216
3d7bc806-75f9-4926-b37e-c5be1e72b50c,07-06-2024,27080,Debit Card,690
33184c28-4be4-4105-9b27-90c2797d7ff4,26-12-2019,20113,Cash,34
7cec5862-01f7-41a4-b0da-5a3bf4045cee,07-09-2023,33374,UPI,991
4d7bf5f4-edc3-4306-b853-30a86cda09b9,24-03-2022,4852,Cash,575
61be58f5-02a6-4df3-a5e8-d57b48460ef0,26-03-2023,49262,Credit Card,213
ddc7c89c-61ac-44ee-b366-ed06a42ad5f1,16-10-2020,37653,UPI,379
a6b49f80-c30d-4373-b5d7-f78de34c6e18,18-01-2021,15898,Net Banking,463
55043e60-4481-4020-aab6-569f41327485,20-02-2020,34051,Credit Card,160
9f32c183-addd-4072-8fd2-00268b47bcf3,09-12-2021,31618,Debit Card,640
4bb1eb7a-fe4c-4f90-a18e-3b36815235c5,28-04-2023,18230,Cash,426
2c096425-8173-4f63-bf1c-eca8f3484315,04-09-2022,49795,Credit Card,770
62808f93-56e5-4928-a712-fad254a812ae,17-05-2022,48695,UPI,762
291e305e-29ad-4f33-8c72-fb8d19b1836b,31-07-2022,25047,Debit Card,385
e409e1b3-c23b-46c1-9df2-bd344281c581,06-01-2023,46138,Debit Card,388
6ce16519-458b-447e-ba88-571aefa5e786,03-07-2022,30749,Credit Card,100
91f8edea-681c-46d5-b476-bb0af1716e85,30-06-2023,20392,Debit Card,114
d1fdc540-c9da-480a-ac7b-40fc4550a0fc,13-02-2023,28967,Debit Card,886
d1330940-2844-46ea-a6b7-15a57060ab22,06-09-2021,8797,Cash,564
2fb092d3-7a7f-4609-ac4a-3c62a537f40e,30-01-2023,21017,Debit Card,429
a00b432d-8d57-4f8e-80a2-e067f9528002,02-08-2021,45122,Net Banking,328
6fb90323-1aac-43ee-91f8-7ea38e85fea1,16-02-2023,38754,Credit Card,681
30c24ee1-1d47-4b5e-8488-3c9df4e49635,17-06-2021,44353,Net Banking,515
ed8369c3-7236-433a-9b1c-4130102ced5f,30-06-2024,27246,Cash,231
4aea9eb2-6429-4f96-b144-5693a4a71447,07-10-2020,43094,Cash,775
29b7782c-d115-42da-b9d4-7050083bbcb7,30-07-2021,23732,Cash,161
9a3a4f6d-7b8e-42f3-b363-675a81216f76,07-01-2021,46272,Debit Card,410
a0052cb7-1f0a-4138-ab4a-915108df8f83,30-12-2020,15132,UPI,850
ac8d0258-edcb-4df9-b342-85b53b503060,19-04-2021,17369,Cash,672
cd189fd1-c2f0-4a17-ad84-0aed3d671661,05-08-2021,9441,Credit Card,393
a1b768d2-0be4-4e2a-bc10-83b8cbfa322b,18-04-2020,29428,Cash,998
14b5bd1f-2046-4e41-bfbf-3b7145b3d28b,21-03-2022,21495,Debit Card,652
363c93f0-8f8f-4e9c-8cdd-6dfad10c0cd5,11-05-2021,2423,Debit Card,142
aed7db22-bd19-433d-b13c-5333a5d9bd7e,16-08-2020,30876,UPI,83
ffc15ac7-586e-4221-ac53-ee4cd4811e4b,14-04-2020,30379,Cash,969
94d281cf-553b-413f-9989-eaf2c5dc4546,07-10-2021,2119,UPI,256
d6665b6d-e302-497b-850d-77abae8af1ca,27-12-2023,9156,Cash,701
a67f14a1-205b-4a79-914d-9a0f924dd55b,28-08-2024,5457,Net Banking,24
5f43bcda-0627-40b6-99ac-c9724d9392a6,21-06-2024,37405,Cash,566
ea2bbe69-5869-4955-b445-c03965327d14,20-05-2021,26055,Debit Card,871
01158fd8-aaf0-4f8c-b3b1-921d1b0f6b7d,24-01-2020,45747,Cash,378
561d071d-08cf-4047-b381-834ac66c170b,17-05-2022,36430,Debit Card,180
1c00dc44-206f-4edd-96fe-cd913e0dd367,15-05-2024,24136,Debit Card,331
b1b79b83-abef-4d3f-a9d4-685d172de5df,06-08-2023,7500,Credit Card,916
fccdbf3b-5a4b-4b72-858c-052b6693e452,03-08-2024,2514,UPI,473
e46e9248-221d-43f1-9150-f95185145ab9,18-08-2021,23500,UPI,455
e5793a98-2ecc-4dba-88ad-f5360a444412,16-01-2024,49496,Debit Card,997
da80adf1-6668-4c39-8dd3-fd1f8873f4f4,11-03-2020,23609,Credit Card,823
0bf6d528-3073-4134-8a61-da3a312c6565,03-08-2020,30596,Net Banking,894
7747849b-535b-4f5e-bc47-54fc50bae4c3,14-04-2021,46088,Debit Card,251
7951b5ec-4678-4e01-a807-58d7d5b2ae20,10-10-2021,23648,Credit Card,8
7ce0b5be-c16d-44b1-95af-0e3032193fa9,06-07-2021,37682,Cash,888
c4740e81-c7a7-4f7a-bb63-5ea8d3ae802e,27-08-2022,26469,Cash,883
993ee392-dd9c-412e-b876-8ba5b32f256e,10-08-2023,19880,Cash,981
11342133-5dff-49df-bb0a-711107d6fde0,22-08-2024,13741,UPI,124
fd2956a5-6ccc-421c-9466-aa7e78942e55,27-08-2021,36074,UPI,663
41f7b0a6-f81d-43b6-aff7-f7761225ec0a,03-01-2024,49471,Credit Card,450
45bf695a-4824-4e1b-a3ce-a9981aeb3041,23-10-2023,24560,Credit Card,300
5165871e-ecb0-475f-a64e-d8cbc39b80d3,03-10-2022,40771,Credit Card,373
a0731b10-1a65-4960-b74a-0b48234bed9c,11-11-2019,20572,UPI,645
f2d755b8-1f44-4592-8521-7850cb9da321,28-06-2020,32832,Cash,807
d9d89bb8-a8b6-45f7-8683-1a95b23d01b1,28-04-2021,7079,Debit Card,868
6c3ee0ce-468b-4344-85a6-df4b21d8f73c,27-11-2020,13862,UPI,772
410533e0-da7e-42a4-90cc-24b60107cc0b,27-11-2020,39789,Debit Card,376
ee2ac778-2863-4732-b3a3-3675e372a0d6,12-02-2021,21232,Net Banking,146
9015d469-5a60-4feb-bd81-3b94e940478b,03-01-2020,45736,Cash,216
44674ac5-3de6-4b77-a86b-a34fb7894eb1,19-05-2020,13961,Net Banking,658
c777f381-7e91-4315-8833-b63598850742,18-10-2021,34992,Cash,921
63c708a4-0a87-4b0a-b65f-679434ac7807,31-07-2021,35745,Debit Card,776
58a6dcfb-f406-4fd8-982e-21c7a6963877,31-07-2023,13740,Net Banking,706
d11932de-820b-4ee8-bb74-05678317f9af,05-12-2019,22789,Cash,717
cc4866de-fa9f-427f-8039-4697d7a27b53,26-03-2022,13638,Net Banking,609
e8fbff84-4d0d-40e9-822b-ded885f3d434,14-07-2022,2751,Debit Card,152
a545d709-f832-4dd0-ade2-ec7d39dfd574,02-11-2023,26567,Credit Card,227
bcde0f15-9104-4757-ade9-35820b782be3,27-01-2022,44128,UPI,372
abb50454-5252-406f-aa83-a6364f301e37,11-11-2019,35976,Net Banking,968
72b030b5-ca2e-4343-9b89-77d5f6e03d0b,02-07-2024,36076,UPI,650
a0d47564-6918-46fd-bc22-42940ebc791f,16-07-2022,15932,Cash,690
39625be2-fe03-4fa3-a573-df16b080c6b2,22-03-2020,15449,Debit Card,151
53d588e3-de8f-4614-b875-039dd363a886,28-10-2023,30765,Cash,264
eaa51b39-a798-4231-b4dc-174cfb8691d1,29-04-2022,32201,Credit Card,872
fde366f4-41c9-4967-af9a-3ec23f632fa5,20-06-2020,11371,Net Banking,152
bc1df614-5b82-41c4-ac17-e161c1ef8f80,28-06-2020,29628,Net Banking,373
8318c1e8-8ea3-411f-84d2-c3ed53640d8f,21-09-2021,36336,UPI,416
b4344a10-1ac0-489d-b2d0-8b38606ae7d1,14-02-2021,24372,Debit Card,996
f42f1a07-07bd-4819-a6e8-58213c286198,20-05-2024,17866,Debit Card,602
4cd4d7a5-6305-44d8-ba6a-023909d00a59,11-12-2020,42778,Net Banking,536
3720a09b-f12b-4395-ba25-badc3d00fbd1,21-06-2021,19344,Cash,664
09e26389-144c-400d-80c5-e3b117026b3a,21-04-2023,9287,UPI,494
33da0b32-179c-4f59-aa60-3dd2d565f9d0,25-09-2024,9594,Cash,15
eab12eed-a7e4-470a-8749-cf793c4dd71f,25-05-2023,33769,Credit Card,351
217c5185-c59a-46a3-b46f-9950d161edd0,16-06-2022,12016,Debit Card,230
c8f61a70-2002-4725-99fb-0b0f45195467,03-11-2021,8354,UPI,797
7fb863c3-b0f0-4eee-8089-a6c2675829af,12-06-2024,36709,Credit Card,666
811f84c2-cf36-430e-9338-505984b7a024,22-01-2021,10650,Cash,471
0fa500c0-6a70-4dbe-82cb-db2dcf4f10f0,26-06-2023,28901,Credit Card,861
5deecbd2-3c44-44e9-aa86-8f6045047ebf,28-07-2024,37567,UPI,920
a809711d-6392-4c70-afd1-0d9b2c4c41aa,16-09-2021,12190,Debit Card,373
db351943-06e8-4f7c-bfdf-33f87717f96e,19-07-2020,33548,Cash,642
85939196-903d-4718-8a6c-f8e0938e26d3,31-10-2021,5843,Net Banking,520
3f4abe0a-a9fb-4835-b5c1-a6db22b7cede,21-06-2024,4293,UPI,985
c59d84fa-74ce-4798-8921-9b88379ac614,03-12-2019,27203,UPI,894
f3b56c0c-a05b-4cc2-8477-10e3fb1d6380,19-12-2019,4893,Credit Card,458
7447ce8c-2d1e-4ee3-b2b2-7e1c716e6465,28-08-2021,28768,Debit Card,251
05ae79f0-746e-4ca5-a061-8e62e543d825,04-12-2021,13548,Debit Card,707
aa88d945-b7dd-4ae6-8a1d-fece096161ef,01-08-2024,46880,Debit Card,234
ea492f87-008e-4099-9980-19fff24877c0,26-06-2021,34792,Cash,182
9740c710-18a8-4c77-9ba2-9155d7e8a3bf,20-10-2021,2971,UPI,273
13568fd9-f4bc-4494-96cb-cbef8d15001b,29-06-2023,28047,Credit Card,761
9f140a4b-bb76-4a33-b97e-5e490c0ec6bb,06-09-2023,10311,Credit Card,928
f179eec5-5495-4132-aa04-3e41966696ef,29-06-2021,45254,UPI,311
22f7f91a-6ade-4c11-95de-758cf8a1c073,31-03-2023,3982,Debit Card,250
23b1c67d-56ab-4338-9e5d-d6594bd2f8d9,25-05-2020,29698,UPI,489
c4f936ed-4912-4f52-94e8-4cc876e5db49,07-05-2022,23749,UPI,903
08bd8172-dc7b-455a-9688-2c38b6a9dd3a,02-05-2020,39289,Net Banking,809
89a4e155-8488-4c70-bfad-645d639b59da,20-03-2022,32061,Debit Card,490
